Date,D_ANDO,D_IMHA,D_SUDK,D_YENJ,D_GNWE,D_GMBH,D_YEOC,D_HAPC,D_NAMG,D_MIRY
2012-11-14,16.34,16.78,0,6.09,1.27,NA,NA,21.83,13.68,1.7
2012-11-15,16.71,18.45,0,5.44,1.27,NA,NA,21.71,13.77,1.64
2012-11-16,16.24,18.3,0,5.19,1.27,NA,NA,21.63,13.36,1.62
2012-11-17,16.34,18.22,0,5.2,1.27,NA,NA,21.72,13.3,1.71
2012-11-18,16.14,18.37,0,5.24,1.27,NA,NA,21.69,13.43,1.71
2012-11-19,16.29,18.27,0,5.06,1.27,NA,NA,21.7,14.53,1.67
2012-11-20,17.16,18.12,0,5.04,1.27,NA,NA,21.67,13.42,1.6
2012-11-21,16.28,18.26,0,5.27,1.27,NA,NA,21.84,13.38,1.64
2012-11-22,16.5,18.3,0,5.24,1.27,NA,NA,21.74,13.35,1.69
2012-11-23,16.2,18.31,0,5.34,1.26,NA,NA,21.62,13.87,1.71
2012-11-24,30.04,18.29,0,5.34,1.26,NA,NA,21.69,39.88,1.7
2012-11-25,30.04,1.64,0,5.34,1.26,NA,NA,21.77,38.99,1.73
2012-11-26,30.04,1.64,0,5.34,1.26,NA,NA,21.7,38.13,1.67
2012-11-27,15.99,18.39,0,5.3,1.26,NA,NA,21.58,25.3,1.69
2012-11-28,16.4,18.41,0,5.34,1.26,NA,NA,21.67,17.98,1.7
2012-11-29,16.29,18.33,0,5.34,1.26,NA,NA,21.69,17.96,1.72
2012-11-30,16.25,19.59,0,5.34,1.26,NA,NA,21.69,18,1.71
2012-12-01,26.54,11.55,0,5.34,1.25,NA,NA,18.04,19.99,1.7
2012-12-02,26.49,11.47,0,5.34,1.25,NA,NA,18.02,19.95,1.68
2012-12-03,26.59,11.43,0,5.34,1.25,NA,NA,17.99,19.98,1.68
2012-12-04,26.46,11.57,0,5.34,1.25,NA,NA,18.02,20.05,1.7
2012-12-05,26.78,11.46,0,5.34,1.25,NA,NA,18.03,19.99,1.71
2012-12-06,26.2,11.53,0,5.34,1.25,NA,NA,17.99,19.96,1.68
2012-12-07,26.32,12.35,0,5.34,1.01,NA,NA,17.95,19.88,1.72
2012-12-08,26.81,11.51,0,5.34,0.36,NA,NA,18.05,20.07,1.72
2012-12-09,26.6,11.55,0,5.34,0.36,NA,NA,17.97,19.88,1.7
2012-12-10,31.15,11.46,0,5.34,0.85,NA,NA,19.85,19.92,1.67
2012-12-11,26.5,11.26,0,5.34,0.95,NA,NA,18.02,20.05,1.7
2012-12-12,26.45,16.22,0,5.34,0.72,0.58,NA,18.04,23.99,1.68
2012-12-13,26.5,11.66,0,5.34,1.28,0.4,NA,17.95,29.79,1.69
2012-12-14,26.39,11.56,0,5.34,1.29,0.4,NA,18.01,45.08,1.7
2012-12-15,26.33,11.49,0,5.34,1.29,0.4,NA,18.04,72.59,1.69
2012-12-16,26.53,11.24,0,5.34,1.29,0.4,NA,17.96,72.73,1.69
2012-12-17,26.41,11.49,0,5.34,1.29,0.4,NA,18.06,72.28,1.71
2012-12-18,30.21,11.57,0,5.34,1.29,0.4,NA,19.65,72.48,1.72
2012-12-19,26.55,11.44,0,5.34,1.28,0.4,NA,18.05,72.92,1.69
2012-12-20,26.39,11.78,0,5.34,1.28,0.4,NA,18.04,65.47,1.7
2012-12-21,26.23,11.53,0,5.34,1.28,0.4,NA,18,72.96,1.7
2012-12-22,26.55,11.48,0,5.34,1.28,0.4,NA,17.99,73.58,1.68
2012-12-23,26.5,11.53,0,5.34,1.28,0.4,NA,18.06,74.59,1.72
2012-12-24,26.35,11.4,0,5.34,1.27,0.4,NA,17.97,66.6,1.71
2012-12-25,26.36,11.47,0,5.34,1.27,0.4,NA,17.91,39.17,1.69
2012-12-26,26.54,11.56,0,5.34,1.26,0.4,NA,21.38,38.86,1.71
2012-12-27,26.38,11.6,0,5.34,1.26,0.4,NA,18,38.37,1.67
2012-12-28,26.49,11.62,0,5.34,1.26,0.4,NA,18.12,39.31,1.7
2012-12-29,26.39,11.53,0,5.34,1.26,0.4,NA,17.98,39.14,1.73
2012-12-30,26.53,11.46,0,5.34,1.26,0.4,NA,18.05,39.06,1.71
2013-01-01,28.7,11.57,0,5.34,1.25,0.4,NA,25.01,20.15,1.66
2013-01-02,28.6,11.36,0,5.34,1.25,0.4,NA,25.09,20.1,2.03
2013-01-03,30,11.42,0,5.34,1.19,0.4,NA,26.7,21.07,2.51
2013-01-04,28.6,11.5,0,5.34,1.23,0.4,NA,25.09,20.35,2.47
2013-01-05,28.62,11.36,0,5.34,1.22,0.4,NA,30.01,20.22,2.41
2013-01-06,28.65,11.41,0,5.34,1.21,0.4,NA,30.06,20.26,2.41
2013-01-07,28.64,11.53,0,5.34,1.21,0.4,NA,29.97,20.22,2.41
2013-01-08,28.57,11.44,0,5.34,1.21,0.4,NA,29.95,20.28,2.43
2013-01-09,28.75,11.52,0,5.34,1.26,0.4,NA,29.98,20.32,2.45
2013-01-10,28.72,11.64,0,5.34,1.29,0.4,NA,26.97,20.34,2.4
2013-01-11,28.6,11.39,0,5.34,1.29,0.4,NA,34.95,20.22,2.42
2013-01-12,28.72,11.53,0,5.34,1.29,0.4,NA,35.04,20.28,2.45
2013-01-13,28.67,11.39,0,5.34,1.28,0.4,NA,35.41,20.26,2.46
2013-01-14,28.59,11.51,0,5.34,1.28,0.4,NA,34.88,20.28,2.45
2013-01-15,28.59,11.42,0,5.34,1.28,0.4,NA,34.98,20.26,2.46
2013-01-16,28.64,11.36,0,5.34,1.28,0.4,NA,34.94,20.23,2.45
2013-01-17,28.67,11.42,0,5.34,1.29,0.4,NA,35.11,20.4,2.34
2013-01-18,28.61,11.48,0,5.34,1.29,0.4,NA,34.91,20.17,2.2
2013-01-19,28.61,10.91,0,5.34,1.29,0.4,NA,35.27,20.13,2.45
2013-01-20,28.61,10.52,0,5.34,1.28,0.4,NA,35.06,20.24,2.21
2013-01-21,28.64,11.46,0,5.34,1.28,0.4,NA,35.11,20.08,2.43
2013-01-22,28.64,11.48,0,5.34,1.28,0.4,NA,34.93,20.26,2.46
2013-01-23,28.8,11.42,0,5.34,1.28,0.4,NA,34.99,20.13,2.42
2013-01-24,28.75,8.43,0,5.34,1.28,0.4,NA,35.02,20.23,2.43
2013-01-25,28.81,8.47,0,5.34,1.28,0.4,NA,34.86,20.14,2.42
2013-01-26,28.76,8.42,0,5.34,1.26,0.4,NA,34.96,20.22,2.44
2013-01-27,28.46,8.41,0,5.34,1.27,0.4,NA,35.06,20.1,2.47
2013-01-28,28.76,8.51,0,5.34,1.27,0.4,NA,35.02,20.15,2.46
2013-01-29,28.55,8.42,0,5.34,1.27,0.4,NA,35.02,20.19,2.46
2013-01-30,29.06,8.35,0,4.83,1.28,0.4,NA,35,26.47,2.47
2013-01-31,28.69,8.71,0,4.45,1.27,0.4,NA,35.01,54.32,2.48
2013-02-01,27.09,8.52,0,9.46,0.75,0.4,NA,35.37,75.96,2.44
2013-02-02,26.18,8.46,0,29.53,0.37,0.4,NA,35.11,73.26,2.44
2013-02-03,26.02,8.41,0,13.82,0.37,0.4,NA,34.87,72.04,2.47
2013-02-04,26.77,8.39,0,10.19,0.37,0.4,NA,35.02,107.42,2.3
2013-02-05,26.5,8.64,0,9.02,0.37,0.4,NA,33.21,188.11,1.75
2013-02-06,26.44,8.38,0,7.93,0.37,0.4,NA,34.39,109.51,1.74
2013-02-07,26.46,13.01,0,7.28,0.37,0.4,NA,35.06,74.56,1.73
2013-02-08,26.38,8.39,0,6.02,0.37,0.4,NA,38.4,75.52,1.94
2013-02-09,26.24,8.45,0,5.44,0.37,0.4,NA,40,76.27,2.45
2013-02-10,21.43,9.81,0,5.23,0.37,0.4,NA,35.05,76.81,2.4
2013-02-11,26.72,8.54,0,5.1,0.37,0.4,NA,39.98,77.18,2.38
2013-02-12,31.48,8.44,0,5.04,0.37,0.4,NA,42.11,69.31,2.44
2013-02-13,26.2,8.51,0,4.88,0.37,0.4,NA,42.06,40.37,2.41
2013-02-14,26.47,8.44,0,4.83,0.37,0.4,NA,41.03,39.97,2.38
2013-02-15,26.43,8.46,0,4.8,0.37,0.4,NA,39.99,39.87,2.43
2013-02-16,26.43,8.56,0,4.74,0.37,0.4,NA,40.07,39.69,2.39
2013-02-17,26.41,8.49,0,4.69,0.37,0.4,NA,40.11,39.54,2.44
2013-02-18,26.35,8.43,0,4.68,0.37,0.4,NA,40.05,39.74,2.39
2013-02-19,26.14,8.46,0,4.75,0.37,0.4,NA,39.98,24.98,2.39
2013-02-20,26.33,8.48,0,4.7,0.37,0.4,NA,40.02,24.97,2.41
2013-02-21,26.42,8.49,0,4.62,0.37,0.4,NA,40.03,25.11,2.43
2013-02-22,26.41,8.37,0,4.57,0.37,0.4,NA,40.1,24.93,2.4
2013-02-23,27.61,8.53,0,4.53,0.37,0.4,NA,41.71,24.93,2.42
2013-02-24,26.43,8.46,0,4.49,0.37,0.4,NA,40.02,24.88,1.91
2013-02-25,26.39,8.33,0,4.48,0.37,0.4,NA,40.27,25.06,2.16
2013-02-26,26.43,8.54,0,4.5,0.37,0.4,NA,39.98,24.95,2.43
2013-02-27,26.35,8.39,0,4.55,0.6,0.4,NA,40.01,24.95,2.43
2013-02-28,26.19,8.5,0,4.65,0.75,0.4,NA,40.05,25.05,2.42
2013-03-01,26.46,9.85,0,4.77,0.37,0.4,NA,30.02,20.09,2.42
2013-03-02,26.43,9.75,0,4.91,0.37,0.4,NA,30.06,19.95,2.41
2013-03-03,26.44,9.69,0,4.73,0.37,0.4,NA,29.96,19.96,2.45
2013-03-04,26.53,9.8,0,4.56,0.37,0.39,NA,30.04,19.92,2.43
2013-03-05,26.47,9.75,0,4.57,0.37,0.4,NA,30.17,19.98,2.39
2013-03-06,26.49,9.78,0,4.55,0.37,0.4,NA,30.12,20.05,2.43
2013-03-07,26.38,9.71,0,4.57,0.37,0.4,NA,30.06,19.93,2.42
2013-03-08,26.47,9.7,0,4.64,0.37,0.4,NA,30.09,19.98,2.43
2013-03-09,26.48,9.74,0,5.02,0.37,0.4,NA,27.79,20.03,2.44
2013-03-10,21.46,9.65,0,5.21,0.37,0.4,NA,31.88,18.06,2.46
2013-03-11,26.28,9.77,0,5.24,0.36,0.4,NA,29.92,19.94,2.48
2013-03-12,31.46,9.75,0,5.26,0.36,0.4,NA,30.18,20,2.43
2013-03-13,26.4,9.73,0,5.87,0.36,0.4,NA,30.25,19.87,2.36
2013-03-14,26.45,9.74,0,7.1,0.2,0.4,NA,30.07,26.51,2.45
2013-03-15,26.47,9.77,0,6.01,0.12,0.4,NA,30.1,40.05,2.41
2013-03-16,22.25,9.77,0,5.42,0.12,0.4,NA,30.12,40.21,2.42
2013-03-17,22.31,9.68,0,5.31,0.12,0.4,NA,30.02,57.21,2.43
2013-03-18,22.2,9.67,0,8.62,0.12,0.4,NA,30.02,77.95,2.45
2013-03-19,22.07,9.75,0,12.34,0.12,0.4,NA,30,75.25,2.42
2013-03-20,22.3,9.78,0,10.06,0.79,0.38,NA,30.05,75.1,2.44
2013-03-21,22.21,9.76,0,9.07,1.25,0.4,NA,30.05,74.73,2.41
2013-03-22,28.74,8.67,0,8.15,1.24,0.4,NA,30.11,74.97,2.43
2013-03-23,34.86,7.83,0,6.97,1.24,0.4,NA,30.03,75.58,2.42
2013-03-24,35.07,7.51,0,6.37,1.23,0.4,NA,30.03,76.36,2.43
2013-03-25,35.03,7.75,0,5.86,0.72,0.4,NA,30.03,76.8,2.45
2013-03-26,35.05,7.67,0,5.44,0.3,0.4,NA,29.97,40.15,2.44
2013-03-27,34.98,7.79,0,5.35,0.3,0.4,NA,30.02,39.92,2.43
2013-03-28,35.09,7.73,0,5.3,0.3,0.4,NA,29.97,39.97,2.44
2013-03-29,35,7.81,0,5.24,0.41,0.4,NA,30.11,40.3,2.45
2013-03-30,35.13,7.76,0,5.09,0.37,0.4,NA,30.17,40.41,2.41
2013-03-31,35.13,7.79,0,5.06,0.37,0.4,NA,30,39.83,2.42
2013-04-01,35.06,7.81,0,4.95,0.37,0.4,NA,30.11,40.15,2.46
2013-04-02,35.02,7.76,0,4.88,0.37,0.4,NA,30.04,39.84,2.43
2013-04-03,35.05,7.75,0,5.09,0.37,0.4,NA,30.05,40.05,2.44
2013-04-04,34.82,7.79,0,5.2,0.37,0.4,NA,29.84,39.92,2.61
2013-04-05,35.1,7.95,0,5.11,0.37,0.4,NA,28.79,79.41,2.72
2013-04-06,35.33,7.74,0,5.47,0.37,0.4,NA,30.28,55.57,2.85
2013-04-07,35.17,7.79,0,11.76,0.37,0.4,NA,30.05,30.34,2.83
2013-04-08,35.04,7.77,0,11.04,0.37,0.4,NA,29.92,30.11,2.82
2013-04-09,34.99,7.82,0,8.5,0.37,0.4,NA,40.22,20.02,2.81
2013-04-10,35.09,7.82,0,7.19,0.37,0.4,NA,40.48,19.97,2.79
2013-04-11,35.01,7.77,0,6.54,0.37,0.4,NA,40.04,19.98,2.84
2013-04-12,34.92,10.69,0,6.07,0.37,0.4,NA,39.99,19.97,2.79
2013-04-13,35.18,7.76,0,5.31,0.37,0.4,NA,40.04,19.95,2.76
2013-04-14,35.11,7.76,0,5.56,0.37,0.4,NA,40.19,19.98,2.82
2013-04-15,34.94,7.75,0,6.06,0.38,0.4,NA,40.07,19.91,2.8
2013-04-16,17.89,15.03,0,5.94,0.37,0.4,NA,40.05,19.85,2.73
2013-04-17,17.93,15.06,0,5.99,0.38,0.4,NA,40.1,19.9,3.03
2013-04-18,17.99,15.09,0,5.99,0.38,0.4,NA,40.28,19.99,2.75
2013-04-19,17.95,15.03,0,5.99,0.37,0.4,NA,39.78,19.97,2.83
2013-04-20,17.93,15.18,0,5.99,0.37,0.4,NA,40.05,19.94,2.82
2013-04-21,17.93,15.1,0,5.99,0.38,0.4,NA,40.08,19.85,2.81
2013-04-22,17.92,15.14,0,5.99,0.38,0.4,NA,40.05,19.81,2.85
2013-04-23,30.44,14.76,0,5.99,0.37,0.4,NA,39.94,19.89,2.82
2013-04-24,17.87,14.94,0,5.99,0.38,0.4,NA,39.9,19.83,2.85
2013-04-25,22.53,20.71,0,5.99,0.38,0.4,NA,45.14,20.06,3.16
2013-04-26,30.01,30.13,0,5.99,0.38,0.4,NA,45.22,19.94,3.46
2013-04-27,35.04,34.68,0,5.99,0.38,0.4,NA,45.22,20.04,3.4
2013-04-28,43.15,42.53,0,5.99,0.38,0.4,NA,44.95,19.77,3.39
2013-04-29,33.6,32.15,0,5.75,0.38,0.4,NA,44.94,19.85,3.39
2013-04-30,18.08,15.09,0,5.62,0.38,0.4,NA,45.04,19.91,3.39
2013-05-01,27.1,19.8,0,5.3,0.38,0.4,NA,30.04,24.93,3.4
2013-05-02,26.99,19.73,0,5.11,0.98,0.4,NA,29.98,24.91,3.43
2013-05-03,26.99,19.79,0,5.2,1.43,0.4,NA,30.05,24.88,3.45
2013-05-04,27.34,19.74,0,5.26,1.45,0.4,NA,30.28,25.09,3.44
2013-05-05,27.13,19.74,0,4.93,1.18,0.4,NA,30,24.84,3.42
2013-05-06,26.96,19.73,0,4.74,0.22,0.4,NA,29.99,24.99,3.44
2013-05-07,26.92,19.76,0,4.52,0.91,0.4,NA,30.05,25.16,3.45
2013-05-08,27.07,19.66,0,4.37,1.32,0.4,NA,30.11,24.91,3.44
2013-05-09,33.28,9.2,0,4.35,1.36,0.4,NA,30.07,24.95,3.5
2013-05-10,41.96,0.1,0,4.35,1.36,0.4,NA,29.92,24.99,3.48
2013-05-11,42.14,0.1,0,4.35,1.38,0.4,NA,30.08,24.98,3.42
2013-05-12,42.26,0.1,0,4.35,1.38,0.4,NA,30.06,24.85,3.41
2013-05-13,41.96,0.1,0,4.35,1.38,0.4,NA,15.99,24.99,3.48
2013-05-14,42.08,0.14,0,4.35,1.38,0.4,NA,15.97,24.93,3.53
2013-05-15,30.73,19.96,0,4.35,1.38,0.4,NA,16.09,24.96,3.4
2013-05-16,24.04,32.62,0,4.35,1.38,0.4,NA,15.99,25.1,3.04
2013-05-17,24.11,32.28,0,4.35,1.38,0.4,NA,15.99,24.93,3.01
2013-05-18,23.92,32.59,0,4.35,1.38,0.4,NA,15.93,24.93,3.01
2013-05-19,24.17,32.42,0,4.35,1.38,0.4,NA,16.01,24.58,2.96
2013-05-20,24.01,32.59,0,4.35,1.38,0.4,NA,15.98,24.91,3.01
2013-05-21,24.01,38.81,0,4.35,1.38,0.4,NA,24.71,25.04,3.05
2013-05-22,23.88,42.38,0,4.35,1.38,0.4,NA,29.99,25.09,3.01
2013-05-23,23.9,36.46,0,4.35,1.38,0.4,NA,30.03,25.05,3.03
2013-05-24,24.08,32.56,0,4.35,1.38,0.4,NA,29.96,25.12,3.03
2013-05-25,24.11,32.66,0,4.35,1.38,0.4,NA,30.01,43.03,3.04
2013-05-26,24.12,32.55,0,4.35,1.38,0.4,NA,29.99,67.14,3.02
2013-05-27,24.08,32.55,0,4.54,1.38,0.4,NA,30.06,102.89,3.03
2013-05-28,24,32.48,0,32.73,1.38,0.4,NA,30.03,152.63,3
2013-05-29,24,32.65,0,32.88,1.38,0.4,NA,29.93,152.43,2.98
2013-05-30,24.02,32.57,0,21.38,1.38,0.4,NA,29.94,152.47,2.97
2013-05-31,24.02,32.46,0,14.83,1.38,0.4,NA,30.06,127.26,3.01
2013-06-01,50.08,42.77,0,12.11,1.38,0.4,NA,40.11,74.62,3
2013-06-02,50.21,42.55,0,10.89,1.38,0.4,NA,40.09,75.27,2.91
2013-06-03,50.11,42.2,0,9.47,1.38,0.4,NA,40.05,75.7,2.92
2013-06-04,50.04,42.3,0,7.86,1.38,0.4,NA,40.04,69.19,3.11
2013-06-05,49.97,42.11,0,6.75,1.38,0.4,NA,39.89,76.95,3.46
2013-06-06,49.93,42.34,0,6.39,1.38,0.4,NA,40.11,78.21,3.47
2013-06-07,49.9,42.32,0,6.64,1.38,0.4,NA,39.9,78.51,3.44
2013-06-08,50.16,42.38,0,6.43,1.38,0.4,NA,40.06,79.06,3.47
2013-06-09,50.12,42.42,0,5.43,1.38,0.4,NA,39.91,80.01,3.47
2013-06-10,50.18,42.35,0,5.31,1.38,0.4,NA,40.07,71.52,3.46
2013-06-11,50.02,42.26,0,4.99,1.38,0.4,NA,40.05,42.23,3.44
2013-06-12,49.92,42.48,0,5.24,1.38,0.4,NA,40.05,40.21,3.42
2013-06-13,49.94,42.25,0,6.19,1.38,0.4,NA,39.87,40.55,3.45
2013-06-14,49.95,42.43,0,5.67,1.38,0.4,NA,39.99,40.1,3.46
2013-06-15,50,42.27,0,6.54,1.38,0.4,NA,40.08,40.14,3.44
2013-06-16,50.18,42.18,0,6.18,1.38,0.4,NA,39.98,40.25,3.47
2013-06-17,50.11,42.3,0,5.87,1.38,0.4,NA,39.94,40.52,3.51
2013-06-18,50.27,42.29,0,33.7,1.38,0.4,NA,35.05,40.48,3.51
2013-06-19,49.72,42.28,0,109.28,1.38,0.4,NA,19.18,39.93,3.52
2013-06-20,50.11,48.82,0,40.99,1.38,0.4,NA,20.01,40.2,3.43
2013-06-21,49.95,59.31,0,26.86,1.38,0.4,NA,20,40.4,3.25
2013-06-22,50.09,59.46,0,19.88,1.38,0.4,NA,20.06,40.34,3.42
2013-06-23,50.09,59.37,0,18.42,1.38,0.4,NA,19.98,40.11,3.47
2013-06-24,50.17,59.44,0,18.88,1.38,0.4,NA,19.95,40.11,3.48
2013-06-25,49.76,59.3,0,18.46,1.38,0.4,NA,20.01,40.54,3.49
2013-06-26,50.28,59.59,0,18.46,1.38,0.4,NA,19.9,40.76,3.46
2013-06-27,29.94,59.32,0,18.46,1.38,0.4,NA,19.96,40.5,3.53
2013-06-28,29.96,59.38,0,18.46,1.38,0.4,NA,20.13,40.72,3.49
2013-06-29,30,59.57,0,18.46,1.38,0.4,NA,19.95,40.1,3.51
2013-06-30,30.1,59.37,0,18.46,1.38,0.4,NA,19.9,41.02,3.52
2013-07-01,26.88,26.42,0,18.46,1.38,0.4,NA,16.82,40.23,3.33
2013-07-02,27.13,26.55,0,12.56,1.38,0.39,NA,16.95,60.34,2.98
2013-07-03,27.11,26.21,0,17.4,1.38,0.4,NA,16.96,80.51,2.87
2013-07-04,27.04,26.06,0,14.14,1.38,0.4,NA,16.99,83.59,2.83
2013-07-05,27.02,26.3,0,25.55,1.38,0.4,NA,16.95,881.07,2.77
2013-07-06,27.08,26.38,0,32.34,1.38,0.4,NA,17.01,NA,2.73
2013-07-07,26.99,26.35,0,21.64,1.38,0.4,NA,16.98,799.01,2.7
2013-07-08,27.05,26.38,0,18.74,1.38,0.4,NA,16.97,387.82,2.74
2013-07-09,27.01,26.41,0,17.64,1.38,0.4,NA,17.02,204.85,2.91
2013-07-10,27.06,26.48,0,17.14,1.38,0.4,NA,16.96,161.75,2.78
2013-07-11,27.18,26.46,0,17.14,1.38,0.4,NA,16.99,77.21,2.79
2013-07-12,23.06,26.48,0,13.31,1.38,0.4,NA,17.01,69.78,2.79
2013-07-13,23,26.34,0,9.14,1.38,0.4,NA,16.94,76.83,2.84
2013-07-14,23.16,26.37,0,13.73,1.38,0.4,NA,7.81,77.04,2.83
2013-07-15,22.98,26.5,0,32.71,1.38,0.4,NA,16.94,77.62,2.76
2013-07-16,22.97,26.34,0,33.6,1.38,0.4,NA,16.94,78.17,2.77
2013-07-17,23.04,26.37,0,31.38,1.38,0.4,NA,16.93,78.53,2.79
2013-07-18,23.33,26.17,0,23.82,1.38,0.4,NA,16.99,40.43,2.66
2013-07-19,23.17,26.36,0,18.79,1.38,0.4,NA,16.97,40.59,2.6
2013-07-20,23.19,26.43,0,15.37,1.38,0.4,NA,16.99,40.53,2.61
2013-07-21,23.06,26.34,0,13.95,1.38,0.4,NA,17.01,40.52,2.57
2013-07-22,23.14,26.49,0,13.5,1.38,0.4,NA,16.97,41.06,2.48
2013-07-23,23.01,26.53,0,20.14,1.38,0.4,NA,16.96,41.15,2.59
2013-07-24,29.12,19.43,0,23.62,1.38,0.4,NA,17.06,41.08,2.54
2013-07-25,29.25,19.42,0,20.69,1.38,0.4,NA,16.98,40.81,2.57
2013-07-26,29.34,19.32,0,18.04,1.38,0.4,NA,16.9,40.47,2.23
2013-07-27,29.44,19.41,0,13.05,1.38,0.4,NA,16.99,40.35,2.63
2013-07-28,29.13,19.47,0,10.71,1.38,0.4,NA,17,40.11,2.62
2013-07-29,29.06,19.49,0,10.48,1.38,0.4,NA,16.97,40.74,2
2013-07-30,29.21,19.57,0,9.52,1.38,0.4,NA,17.01,40.24,2.16
2013-07-31,29.27,19.66,0,10.12,1.38,0.4,NA,17.05,40.16,2.47
2013-08-01,49.07,9.16,0,11.7,1.38,0.4,NA,17.63,40.17,2.63
2013-08-02,49.18,9.44,0,11.36,1.38,0.4,NA,17.72,49.31,2.75
2013-08-03,49.13,9.42,0,13.9,1.38,0.4,NA,17.72,76.85,2.74
2013-08-04,49.09,9.44,0,12.39,1.38,0.4,NA,17.72,74.95,2.74
2013-08-05,49.17,9.37,0,12.89,1.38,0.4,NA,17.59,72.44,2.75
2013-08-06,50.28,9.38,0,15.68,1.38,0.4,NA,17.72,69.51,2.74
2013-08-07,49.12,9.37,0,14.35,1.38,0.4,NA,17.73,114.17,2.74
2013-08-08,49.39,9.41,0,12.53,1.38,0.4,NA,17.6,72.53,2.74
2013-08-09,49.5,9.42,0,12.39,1.38,0.4,NA,17.64,73.31,2.75
2013-08-10,49.42,9.08,0,12.39,1.38,0.4,NA,17.69,73.48,2.77
2013-08-11,49.18,9.04,0,12.39,1.38,0.4,NA,17.67,73.16,2.73
2013-08-12,49.36,9.23,0,12.39,1.38,0.4,NA,17.61,71.79,2.74
2013-08-13,49.31,9.21,0,12.39,1.38,0.4,NA,17.5,68.67,2.71
2013-08-14,49.37,9.25,0,12.39,1.38,0.4,NA,16.36,59.35,2.67
2013-08-15,49.22,9.28,0,12.39,1.38,0.4,NA,14.8,38.56,2.63
2013-08-16,49.13,9.41,0,12.39,1.38,0.4,NA,15.12,38.5,2.62
2013-08-17,49.25,9.56,0,12.39,1.38,0.4,NA,14.9,38.3,2.61
2013-08-18,49.15,9.5,0,12.39,1.38,0.4,NA,15.03,38.31,2.62
2013-08-19,49.19,9.28,0,12.39,1.38,0.4,NA,15.02,38.42,2.69
2013-08-20,49.12,9.48,0,12.39,1.38,0.4,NA,14.96,37.26,2.69
2013-08-21,49.13,9.55,0,12.39,1.38,0.4,NA,17.97,38.63,2.72
2013-08-22,49.05,9.62,0,12.39,1.38,0.4,NA,14.99,38.4,2.63
2013-08-23,49.17,9.5,0,12.39,1.38,0.4,NA,15,38.46,2.66
2013-08-24,49.24,9.66,0,12.39,1.38,0.4,NA,15.02,56.96,2.65
2013-08-25,49.55,9.94,0,12.39,1.38,0.4,NA,14.95,66.57,2.62
2013-08-26,49.27,9.62,0,12.39,1.38,0.4,NA,14.98,106.85,2.64
2013-08-27,49.29,9.63,0,12.39,1.38,0.4,NA,14.92,179.2,2.66
2013-08-28,49.12,9.59,0,12.39,1.38,0.4,NA,11.97,199.38,2.66
2013-08-29,49.17,9.55,0,12.39,1.38,0.4,NA,11.96,146.39,2.2
2013-08-30,49.15,9.55,0,12.39,1.38,0.4,NA,11.95,34.28,2.36
2013-08-31,49.16,9.55,0,12.39,1.38,0.4,NA,12.01,34.27,2.36
2013-09-01,37.18,8,0,12.39,1.38,0.4,NA,11.97,34.61,2.35
2013-09-02,36.73,7.62,0,12.39,1.38,0.4,NA,12.07,35.05,2.33
2013-09-03,36.83,7.79,0,12.39,1.38,0.4,NA,11.92,35.43,2.07
2013-09-04,33.89,7.81,0,12.39,1.38,0.4,NA,12.03,35.23,2.15
2013-09-05,34.19,7.78,0,12.39,1.38,0.4,NA,12,35.42,2.16
2013-09-06,34.65,7.67,0,12.39,1.38,0.4,NA,11.98,35.57,2.18
2013-09-07,34.12,7.77,0,12.39,1.38,0.4,NA,11.87,35.09,2.15
2013-09-08,34.17,7.91,0,12.39,1.38,0.4,NA,12.05,34.92,2.18
2013-09-09,34.37,7.83,0,12.39,1.38,0.4,NA,12.03,35.31,2.29
2013-09-10,33.68,6.76,0,12.39,1.38,0.4,NA,11.03,66.75,2.33
2013-09-11,33.33,6.75,0,12.39,1.38,0.4,NA,10.95,66.65,2.32
2013-09-12,33.6,6.76,0,12.39,1.38,0.4,NA,11.05,66.33,2.3
2013-09-13,33.44,6.78,0,12.39,1.38,0.4,NA,10.96,35.51,2.26
2013-09-14,34.64,7.72,0,12.39,1.38,0.4,NA,11.89,34.67,2.25
2013-09-15,34.42,7.9,0,12.39,1.38,0.4,NA,11.85,34.96,2.26
2013-09-16,34.29,7.79,0,12.39,1.38,0.4,NA,11.95,35.27,2.1
2013-09-17,34.3,7.77,0,12.39,1.38,0.4,NA,11.97,35.37,1.76
2013-09-18,34.52,7.95,0,12.39,1.38,0.4,NA,11.91,35.16,2.25
2013-09-19,30.47,7.9,0,12.39,1.38,0.4,NA,8.94,35.13,2.18
2013-09-20,38.35,7.97,0,12.39,1.38,0.4,NA,14.95,34.83,2.13
2013-09-21,29.78,4.46,0,12.39,1.38,0.4,NA,10.47,35.2,2.21
2013-09-22,29.62,6.6,0,12.39,1.38,0.4,NA,10.5,35.2,2.2
2013-09-23,29.53,4.44,0,12.39,1.38,0.4,NA,10.36,35.09,1.86
2013-09-24,29.25,6.68,0,12.39,1.38,0.4,NA,10.45,35.1,1.53
2013-09-25,29.21,4.6,0,12.39,1.38,0.4,NA,10.41,35.32,1.49
2013-09-26,29.41,6.57,0,12.39,1.38,0.4,NA,10.52,35.42,1.46
2013-09-27,29.29,4.67,0,12.39,1.38,0.4,NA,10.42,35.38,1.5
2013-09-28,29.26,6.69,0,12.39,1.38,0.4,NA,10.46,35.24,1.48
